REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEARWEEK,PRETTYDATE
Puerto Rico,2018,5,11.957,289,4,2417,2018-5,2018-02-05
Puerto Rico,2018,6,13.0017,311,4,2392,2018-6,2018-02-12
Puerto Rico,2018,7,11.9693,265,4,2214,2018-7,2018-02-19
Puerto Rico,2018,8,9.8472,232,4,2356,2018-8,2018-02-26
Puerto Rico,2018,9,8.00421,152,3,1899,2018-9,2018-03-05
Puerto Rico,2018,10,13.1621,164,3,1246,2018-10,2018-03-12
Puerto Rico,2018,11,7.80466,171,4,2191,2018-11,2018-03-19
Puerto Rico,2018,12,7.95019,166,4,2088,2018-12,2018-03-26
Puerto Rico,2018,13,7.724,150,4,1942,2018-13,2018-04-02
Puerto Rico,2018,14,7.42772,149,4,2006,2018-14,2018-04-09
Puerto Rico,2018,15,6.28898,121,4,1924,2018-15,2018-04-16
Puerto Rico,2018,16,4.56158,90,4,1973,2018-16,2018-04-23
Puerto Rico,2018,17,5.45635,110,4,2016,2018-17,2018-04-30
Puerto Rico,2018,18,11.9612,111,3,928,2018-18,2018-05-07
Puerto Rico,2018,19,5.06912,99,4,1953,2018-19,2018-05-14
Puerto Rico,2018,20,5.12558,100,4,1951,2018-20,2018-05-21
Rhode Island,2010,40,0.235036,15,21,6382,2010-40,2010-10-04
Rhode Island,2010,41,0.201545,12,21,5954,2010-41,2010-10-11
Rhode Island,2010,42,0.362845,25,21,6890,2010-42,2010-10-18
Rhode Island,2010,43,0.322675,22,21,6818,2010-43,2010-10-25
Rhode Island,2010,44,0.530256,34,21,6412,2010-44,2010-11-01
Rhode Island,2010,45,0.477403,30,21,6284,2010-45,2010-11-08
Rhode Island,2010,46,0.504177,35,21,6942,2010-46,2010-11-15
Rhode Island,2010,47,0.67804,31,21,4572,2010-47,2010-11-22
Rhode Island,2010,48,0.765766,51,21,6660,2010-48,2010-11-29
Rhode Island,2010,49,0.635497,42,21,6609,2010-49,2010-12-06
Rhode Island,2010,50,0.468165,30,21,6408,2010-50,2010-12-13
Rhode Island,2010,51,0.854701,38,21,4446,2010-51,2010-12-20
Rhode Island,2010,52,1.28881,44,21,3414,2010-52,2010-12-27
Rhode Island,2011,1,0.588452,32,21,5438,2011-1,2011-01-03
Rhode Island,2011,2,0.415937,19,21,4568,2011-2,2011-01-10
Rhode Island,2011,3,0.502842,23,21,4574,2011-3,2011-01-17
Rhode Island,2011,4,0.950899,55,21,5784,2011-4,2011-01-24
Rhode Island,2011,5,1.40503,81,21,5765,2011-5,2011-01-31
Rhode Island,2011,6,2.31654,149,20,6432,2011-6,2011-02-07
Rhode Island,2011,7,2.72609,189,21,6933,2011-7,2011-02-14
Rhode Island,2011,8,4.95067,286,21,5777,2011-8,2011-02-21
Rhode Island,2011,9,2.48051,175,21,7055,2011-9,2011-02-28
Rhode Island,2011,10,2.27168,148,21,6515,2011-10,2011-03-07
Rhode Island,2011,11,1.31332,84,21,6396,2011-11,2011-03-14
Rhode Island,2011,12,0.897505,50,21,5571,2011-12,2011-03-21
Rhode Island,2011,13,0.906649,54,21,5956,2011-13,2011-03-28
Rhode Island,2011,14,0.701179,47,21,6703,2011-14,2011-04-04
Rhode Island,2011,15,0.529021,35,21,6616,2011-15,2011-04-11
Rhode Island,2011,16,0.464476,27,21,5813,2011-16,2011-04-18
Rhode Island,2011,17,0.71474,45,20,6296,2011-17,2011-04-25
Rhode Island,2011,18,0.390747,25,20,6398,2011-18,2011-05-02
Rhode Island,2011,19,0.0499002,3,18,6012,2011-19,2011-05-09
Rhode Island,2011,20,0.019992,1,18,5002,2011-20,2011-05-16
Rhode Island,2011,21,0.0237699,1,16,4207,2011-21,2011-05-23
Rhode Island,2011,22,0.030012,1,17,3332,2011-22,2011-05-30
Rhode Island,2011,23,0.0243368,1,17,4109,2011-23,2011-06-06
Rhode Island,2011,24,0.0242483,1,17,4124,2011-24,2011-06-13
Rhode Island,2011,25,0.0243132,1,17,4113,2011-25,2011-06-20
Rhode Island,2011,26,0.0288517,1,15,3466,2011-26,2011-06-27
Rhode Island,2011,27,0.0639182,2,16,3129,2011-27,2011-07-04
Rhode Island,2011,28,0,0,17,3952,2011-28,2011-07-11
Rhode Island,2011,29,0.0530504,2,17,3770,2011-29,2011-07-18
Rhode Island,2011,30,0,0,16,3684,2011-30,2011-07-25
Rhode Island,2011,31,0.0262261,1,15,3813,2011-31,2011-08-01
Rhode Island,2011,32,0,0,17,3641,2011-32,2011-08-08
Rhode Island,2011,33,0,0,15,3337,2011-33,2011-08-15
Rhode Island,2011,34,0,0,15,4048,2011-34,2011-08-22
Rhode Island,2011,35,0.101112,4,17,3956,2011-35,2011-08-29
Rhode Island,2011,36,0.0875465,4,17,4569,2011-36,2011-09-05
Rhode Island,2011,37,0.0691324,4,17,5786,2011-37,2011-09-12
Rhode Island,2011,38,0.10915,6,15,5497,2011-38,2011-09-19
Rhode Island,2011,39,0.199601,12,16,6012,2011-39,2011-09-26
Rhode Island,2011,40,0.169309,11,18,6497,2011-40,2011-10-03
Rhode Island,2011,41,0.10597,6,19,5662,2011-41,2011-10-10
Rhode Island,2011,42,0.241619,16,19,6622,2011-42,2011-10-17
Rhode Island,2011,43,0.25887,17,19,6567,2011-43,2011-10-24
Rhode Island,2011,44,0.384672,26,19,6759,2011-44,2011-10-31
Rhode Island,2011,45,0.606157,38,19,6269,2011-45,2011-11-07
Rhode Island,2011,46,0.258324,18,19,6968,2011-46,2011-11-14
Rhode Island,2011,47,0.132743,6,19,4520,2011-47,2011-11-21
Rhode Island,2011,48,0.469217,33,20,7033,2011-48,2011-11-28
Rhode Island,2011,49,0.223914,15,20,6699,2011-49,2011-12-05
Rhode Island,2011,50,0.345397,23,20,6659,2011-50,2011-12-12
Rhode Island,2011,51,0.34214,18,20,5261,2011-51,2011-12-19
Rhode Island,2011,52,0.224575,7,18,3117,2011-52,2011-12-26
Rhode Island,2012,1,0.157127,7,20,4455,2012-1,2012-01-02
Rhode Island,2012,2,0.0913075,5,20,5476,2012-2,2012-01-09
Rhode Island,2012,3,0.182002,9,20,4945,2012-3,2012-01-16
Rhode Island,2012,4,0.275482,18,20,6534,2012-4,2012-01-23
Rhode Island,2012,5,0.295421,20,20,6770,2012-5,2012-01-30
Rhode Island,2012,6,0.34155,23,20,6734,2012-6,2012-02-06
Rhode Island,2012,7,0.183542,12,20,6538,2012-7,2012-02-13
Rhode Island,2012,8,0.250761,14,20,5583,2012-8,2012-02-20
Rhode Island,2012,9,0.275356,18,20,6537,2012-9,2012-02-27
Rhode Island,2012,10,0.164123,10,20,6093,2012-10,2012-03-05
Rhode Island,2012,11,0.140393,7,20,4986,2012-11,2012-03-12
Rhode Island,2012,12,0.245018,15,20,6122,2012-12,2012-03-19
Rhode Island,2012,13,0.428816,25,20,5830,2012-13,2012-03-26
Rhode Island,2012,14,0.466356,28,20,6004,2012-14,2012-04-02
Rhode Island,2012,15,0.654889,43,20,6566,2012-15,2012-04-09
Rhode Island,2012,16,0.379816,21,20,5529,2012-16,2012-04-16
Rhode Island,2012,17,0.156764,10,20,6379,2012-17,2012-04-23
Rhode Island,2012,18,0.247219,16,20,6472,2012-18,2012-04-30
Rhode Island,2012,19,0.232404,14,19,6024,2012-19,2012-05-07
Rhode Island,2012,20,0.110803,6,20,5415,2012-20,2012-05-14
Rhode Island,2012,21,0.119,6,18,5042,2012-21,2012-05-21
Rhode Island,2012,22,0.0530363,2,18,3771,2012-22,2012-05-28
Rhode Island,2012,23,0.0221533,1,17,4514,2012-23,2012-06-04
Rhode Island,2012,24,0.0684307,3,18,4384,2012-24,2012-06-11
Rhode Island,2012,25,0.0233481,1,18,4283,2012-25,2012-06-18
Rhode Island,2012,26,0.0263227,1,17,3799,2012-26,2012-06-25
Rhode Island,2012,27,0,0,18,3661,2012-27,2012-07-02
Rhode Island,2012,28,0,0,18,4131,2012-28,2012-07-09
Rhode Island,2012,29,0,0,18,4479,2012-29,2012-07-16
Rhode Island,2012,30,0,0,16,3657,2012-30,2012-07-23
Rhode Island,2012,31,0,0,18,4106,2012-31,2012-07-30
Rhode Island,2012,32,0,0,18,4006,2012-32,2012-08-06
Rhode Island,2012,33,0.0257136,1,16,3889,2012-33,2012-08-13
Rhode Island,2012,34,0,0,18,4297,2012-34,2012-08-20
Rhode Island,2012,35,0,0,18,4784,2012-35,2012-08-27
Rhode Island,2012,36,0.0417885,2,18,4786,2012-36,2012-09-03
Rhode Island,2012,37,0.115473,7,18,6062,2012-37,2012-09-10
Rhode Island,2012,38,0.0651148,4,18,6143,2012-38,2012-09-17
Rhode Island,2012,39,0.153421,10,18,6518,2012-39,2012-09-24
Rhode Island,2012,40,0.199203,13,20,6526,2012-40,2012-10-01
Rhode Island,2012,41,0.163339,9,20,5510,2012-41,2012-10-08
Rhode Island,2012,42,0.273185,19,20,6955,2012-42,2012-10-15
Rhode Island,2012,43,0.388408,26,20,6694,2012-43,2012-10-22
Rhode Island,2012,44,0.1693,9,20,5316,2012-44,2012-10-29
Rhode Island,2012,45,0.195754,13,20,6641,2012-45,2012-11-05
Rhode Island,2012,46,0.158914,11,20,6922,2012-46,2012-11-12
Rhode Island,2012,47,0.31348,14,20,4466,2012-47,2012-11-19
Rhode Island,2012,48,0.424328,30,20,7070,2012-48,2012-11-26
Rhode Island,2012,49,1.1959,84,20,7024,2012-49,2012-12-03
Rhode Island,2012,50,2.23984,161,20,7188,2012-50,2012-12-10
Rhode Island,2012,51,2.72449,169,20,6203,2012-51,2012-12-17
Rhode Island,2012,52,4.01822,150,20,3733,2012-52,2012-12-24
Rhode Island,2013,1,3.00717,130,20,4323,2013-1,2013-01-07
Rhode Island,2013,2,3.40512,185,19,5433,2013-2,2013-01-14
Rhode Island,2013,3,2.82409,166,20,5878,2013-3,2013-01-21
Rhode Island,2013,4,1.49655,89,20,5947,2013-4,2013-01-28
Rhode Island,2013,5,1.70721,113,20,6619,2013-5,2013-02-04
Rhode Island,2013,6,0.914897,53,20,5793,2013-6,2013-02-11
Rhode Island,2013,7,0.770366,47,20,6101,2013-7,2013-02-18
Rhode Island,2013,8,0.590364,31,20,5251,2013-8,2013-02-25
Rhode Island,2013,9,0.375646,24,20,6389,2013-9,2013-03-04
Rhode Island,2013,10,0.449944,28,20,6223,2013-10,2013-03-11
Rhode Island,2013,11,0.779912,41,20,5257,2013-11,2013-03-18
Rhode Island,2013,12,0.374298,24,20,6412,2013-12,2013-03-25
Rhode Island,2013,13,0.633453,37,20,5841,2013-13,2013-04-01
Rhode Island,2013,14,0.497804,34,20,6830,2013-14,2013-04-08
Rhode Island,2013,15,0.53143,35,20,6586,2013-15,2013-04-15
Rhode Island,2013,16,0.478627,29,20,6059,2013-16,2013-04-22
Rhode Island,2013,17,0.414013,26,20,6280,2013-17,2013-04-29
Rhode Island,2013,18,0.26575,17,20,6397,2013-18,2013-05-06
Rhode Island,2013,19,0.243467,15,20,6161,2013-19,2013-05-13
Rhode Island,2013,20,0,0,20,5102,2013-20,2013-05-20
Rhode Island,2013,21,0,0,18,4639,2013-21,2013-05-27
Rhode Island,2013,22,0,0,18,3459,2013-22,2013-06-03
Rhode Island,2013,23,0,0,18,4449,2013-23,2013-06-10
Rhode Island,2013,24,0.0243605,1,18,4105,2013-24,2013-06-17
Rhode Island,2013,25,0.0271961,1,18,3677,2013-25,2013-06-24
Rhode Island,2013,26,0,0,17,4128,2013-26,2013-07-01
Rhode Island,2013,27,0,0,18,3533,2013-27,2013-07-08
Rhode Island,2013,28,0.0478126,2,18,4183,2013-28,2013-07-15
Rhode Island,2013,29,0,0,18,4233,2013-29,2013-07-22
Rhode Island,2013,30,0,0,18,4414,2013-30,2013-07-29
Rhode Island,2013,31,0,0,18,4055,2013-31,2013-08-05
Rhode Island,2013,32,0,0,18,4036,2013-32,2013-08-12
Rhode Island,2013,33,0,0,18,3829,2013-33,2013-08-19
Rhode Island,2013,34,0,0,18,4180,2013-34,2013-08-26
Rhode Island,2013,35,0,0,18,4341,2013-35,2013-09-02
Rhode Island,2013,36,0.0466418,2,18,4288,2013-36,2013-09-09
Rhode Island,2013,37,0.0850051,5,18,5882,2013-37,2013-09-16
Rhode Island,2013,38,0.0653061,4,18,6125,2013-38,2013-09-23
Rhode Island,2013,39,0.0317712,2,18,6295,2013-39,2013-09-30
Rhode Island,2013,40,0.0931677,6,20,6440,2013-40,2013-10-07
Rhode Island,2013,41,0.118143,7,20,5925,2013-41,2013-10-14
Rhode Island,2013,42,0.10915,6,20,5497,2013-42,2013-10-21
Rhode Island,2013,43,0.178227,12,20,6733,2013-43,2013-10-28
Rhode Island,2013,44,0.337942,22,20,6510,2013-44,2013-11-04
Rhode Island,2013,45,0.152486,10,20,6558,2013-45,2013-11-11
Rhode Island,2013,46,0.111803,7,20,6261,2013-46,2013-11-18
Rhode Island,2013,47,0.266469,18,20,6755,2013-47,2013-11-25
Rhode Island,2013,48,0.238493,10,20,4193,2013-48,2013-12-02
Rhode Island,2013,49,0.348819,22,20,6307,2013-49,2013-12-09
Rhode Island,2013,50,0.228833,14,20,6118,2013-50,2013-12-16
Rhode Island,2013,51,0.176678,10,20,5660,2013-51,2013-12-23
Rhode Island,2013,52,0.41841,12,20,2868,2013-52,2013-12-30
Rhode Island,2014,1,0.77415,23,20,2971,2014-1,2014-01-06
Rhode Island,2014,2,1.10585,56,20,5064,2014-2,2014-01-13
Rhode Island,2014,3,1.66634,84,20,5041,2014-3,2014-01-20
Rhode Island,2014,4,0.939137,52,20,5537,2014-4,2014-01-27
Rhode Island,2014,5,1.09382,71,20,6491,2014-5,2014-02-03
Rhode Island,2014,6,1.44172,83,20,5757,2014-6,2014-02-10
Rhode Island,2014,7,1.06366,65,20,6111,2014-7,2014-02-17
Rhode Island,2014,8,0.723327,40,20,5530,2014-8,2014-02-24
Rhode Island,2014,9,0.443561,29,20,6538,2014-9,2014-03-03
Rhode Island,2014,10,0.495433,32,20,6459,2014-10,2014-03-10
Rhode Island,2014,11,0.642958,32,20,4977,2014-11,2014-03-17
Rhode Island,2014,12,0.834971,51,20,6108,2014-12,2014-03-24
Rhode Island,2014,13,0.70227,43,20,6123,2014-13,2014-03-31
Rhode Island,2014,14,1.19367,80,20,6702,2014-14,2014-04-07
Rhode Island,2014,15,1.67913,110,20,6551,2014-15,2014-04-14
Rhode Island,2014,16,1.43563,93,20,6478,2014-16,2014-04-21
Rhode Island,2014,17,1.27812,75,20,5868,2014-17,2014-04-28
Rhode Island,2014,18,0.821485,52,20,6330,2014-18,2014-05-05
Rhode Island,2014,19,0.476417,30,20,6297,2014-19,2014-05-12
Rhode Island,2014,20,0.189609,10,20,5274,2014-20,2014-05-19
Rhode Island,2014,21,0.165494,8,19,4834,2014-21,2014-05-26
Rhode Island,2014,22,0.0539957,2,18,3704,2014-22,2014-06-02
Rhode Island,2014,23,0.0779018,3,17,3851,2014-23,2014-06-09
Rhode Island,2014,24,0,0,17,3981,2014-24,2014-06-16
Rhode Island,2014,25,0.0478927,2,18,4176,2014-25,2014-06-23
Rhode Island,2014,26,0.0253421,1,17,3946,2014-26,2014-06-30
Rhode Island,2014,27,0.0607165,2,17,3294,2014-27,2014-07-07
Rhode Island,2014,28,0.046436,2,18,4307,2014-28,2014-07-14
Rhode Island,2014,29,0.0500626,2,18,3995,2014-29,2014-07-21
Rhode Island,2014,30,0.0489836,2,18,4083,2014-30,2014-07-28
Rhode Island,2014,31,0,0,18,3845,2014-31,2014-08-04
Rhode Island,2014,32,0,0,18,3960,2014-32,2014-08-11
Rhode Island,2014,33,0,0,18,3754,2014-33,2014-08-18
Rhode Island,2014,34,0.513652,19,17,3699,2014-34,2014-08-25
Rhode Island,2014,35,0.314054,12,16,3821,2014-35,2014-09-01
Rhode Island,2014,36,0.0695572,3,17,4313,2014-36,2014-09-08
Rhode Island,2014,37,0.0171999,1,18,5814,2014-37,2014-09-15
Rhode Island,2014,38,0.0342349,2,17,5842,2014-38,2014-09-22
Rhode Island,2014,39,0.0169262,1,18,5908,2014-39,2014-09-29
Rhode Island,2014,40,0.0433839,3,20,6915,2014-40,2014-10-06
Rhode Island,2014,41,0.152184,10,19,6571,2014-41,2014-10-13
Rhode Island,2014,42,0.241629,14,20,5794,2014-42,2014-10-20
Rhode Island,2014,43,0.0994318,7,20,7040,2014-43,2014-10-27
Rhode Island,2014,44,0.154213,11,20,7133,2014-44,2014-11-03
Rhode Island,2014,45,0.207237,13,19,6273,2014-45,2014-11-10
Rhode Island,2014,46,0.272438,18,20,6607,2014-46,2014-11-17
Rhode Island,2014,47,0.140449,9,19,6408,2014-47,2014-11-24
Rhode Island,2014,48,0.114705,5,20,4359,2014-48,2014-12-01
Rhode Island,2014,49,0.268779,19,20,7069,2014-49,2014-12-08
Rhode Island,2014,50,0.492832,33,20,6696,2014-50,2014-12-15
Rhode Island,2014,51,0.483695,31,20,6409,2014-51,2014-12-22
Rhode Island,2014,52,1.39454,48,19,3442,2014-52,2014-12-29
Rhode Island,2015,1,1.94729,99,20,5084,2015-1,2015-01-05
Rhode Island,2015,2,2.50329,133,20,5313,2015-2,2015-01-12
Rhode Island,2015,3,4.52086,259,19,5729,2015-3,2015-01-19
Rhode Island,2015,4,4.11178,231,20,5618,2015-4,2015-01-26
Rhode Island,2015,5,3.5461,215,20,6063,2015-5,2015-02-02
Rhode Island,2015,6,2.55565,155,20,6065,2015-6,2015-02-09
Rhode Island,2015,7,1.75503,95,20,5413,2015-7,2015-02-16
Rhode Island,2015,8,1.03734,70,20,6748,2015-8,2015-02-23
Rhode Island,2015,9,0.780869,48,19,6147,2015-9,2015-03-02
Rhode Island,2015,10,0.874727,56,20,6402,2015-10,2015-03-09
Rhode Island,2015,11,0.621459,34,19,5471,2015-11,2015-03-16
Rhode Island,2015,12,0.403852,26,20,6438,2015-12,2015-03-23
Rhode Island,2015,13,0.519134,35,20,6742,2015-13,2015-03-30
Rhode Island,2015,14,0.698262,47,20,6731,2015-14,2015-04-06
Rhode Island,2015,15,0.593698,39,20,6569,2015-15,2015-04-13
Rhode Island,2015,16,0.735179,47,20,6393,2015-16,2015-04-20
Rhode Island,2015,17,0.419664,28,20,6672,2015-17,2015-04-27
Rhode Island,2015,18,0.282251,17,19,6023,2015-18,2015-05-04
Rhode Island,2015,19,0.0363702,2,20,5499,2015-19,2015-05-11
Rhode Island,2015,20,0.0757289,4,19,5282,2015-20,2015-05-18
Rhode Island,2015,21,0.0727273,3,20,4125,2015-21,2015-05-25
Rhode Island,2015,22,0.0220507,1,19,4535,2015-22,2015-06-01
Rhode Island,2015,23,0,0,19,4475,2015-23,2015-06-08
Rhode Island,2015,24,0.0442674,2,20,4518,2015-24,2015-06-15
Rhode Island,2015,25,0,0,19,4193,2015-25,2015-06-22
Rhode Island,2015,26,0.127291,5,20,3928,2015-26,2015-06-29
Rhode Island,2015,27,0.0424809,2,20,4708,2015-27,2015-07-06
Rhode Island,2015,28,0.0218245,1,20,4582,2015-28,2015-07-13
Rhode Island,2015,29,0.0424448,2,20,4712,2015-29,2015-07-20
Rhode Island,2015,30,0,0,20,4220,2015-30,2015-07-27
Rhode Island,2015,31,0.0642123,3,20,4672,2015-31,2015-08-03
Rhode Island,2015,32,0.0572246,2,19,3495,2015-32,2015-08-10
Rhode Island,2015,33,0,0,18,4188,2015-33,2015-08-17
Rhode Island,2015,34,0.0392234,2,20,5099,2015-34,2015-08-24
Rhode Island,2015,35,0.0196618,1,19,5086,2015-35,2015-08-31
Rhode Island,2015,36,0.0398486,2,20,5019,2015-36,2015-09-07
Rhode Island,2015,37,0.0528355,3,18,5678,2015-37,2015-09-14
Rhode Island,2015,38,0.0800641,5,19,6245,2015-38,2015-09-21
Rhode Island,2015,39,0.12747,8,19,6276,2015-39,2015-09-28
Rhode Island,2015,40,0.110072,6,16,5451,2015-40,2015-10-05
Rhode Island,2015,41,0.145864,7,16,4799,2015-41,2015-10-12
Rhode Island,2015,42,0.23129,14,17,6053,2015-42,2015-10-19
Rhode Island,2015,43,0.231099,14,17,6058,2015-43,2015-10-26
Rhode Island,2015,44,0.26852,17,17,6331,2015-44,2015-11-02
Rhode Island,2015,45,0.187138,11,17,5878,2015-45,2015-11-09
Rhode Island,2015,46,0.186335,12,16,6440,2015-46,2015-11-16
Rhode Island,2015,47,0.213276,8,17,3751,2015-47,2015-11-23
Rhode Island,2015,48,0.209407,13,17,6208,2015-48,2015-11-30
Rhode Island,2015,49,0.178629,11,17,6158,2015-49,2015-12-07
Rhode Island,2015,50,0.210933,12,17,5689,2015-50,2015-12-14
Rhode Island,2015,51,0.200334,6,17,2995,2015-51,2015-12-21
Rhode Island,2015,52,0.383543,11,17,2868,2015-52,2015-12-28
Rhode Island,2016,1,0.352113,14,17,3976,2016-1,2016-01-04
Rhode Island,2016,2,0.468933,20,17,4265,2016-2,2016-01-11
Rhode Island,2016,3,0.554855,22,17,3965,2016-3,2016-01-18
Rhode Island,2016,4,0.631735,34,17,5382,2016-4,2016-01-25
Rhode Island,2016,5,1.11997,59,17,5268,2016-5,2016-02-01
Rhode Island,2016,6,0.952025,51,17,5357,2016-6,2016-02-08
Rhode Island,2016,7,1.36986,71,17,5183,2016-7,2016-02-15
Rhode Island,2016,8,1.46733,86,17,5861,2016-8,2016-02-22
Rhode Island,2016,9,1.36803,82,17,5994,2016-9,2016-02-29
Rhode Island,2016,10,2.06706,127,16,6144,2016-10,2016-03-07
Rhode Island,2016,11,1.72445,94,17,5451,2016-11,2016-03-14
Rhode Island,2016,12,1.5854,66,17,4163,2016-12,2016-03-21
Rhode Island,2016,13,1.29748,69,17,5318,2016-13,2016-03-28
Rhode Island,2016,14,1.2229,66,17,5397,2016-14,2016-04-04
Rhode Island,2016,15,0.875086,51,17,5828,2016-15,2016-04-11
Rhode Island,2016,16,0.735822,41,17,5572,2016-16,2016-04-18
Rhode Island,2016,17,0.927536,48,17,5175,2016-17,2016-04-25
Rhode Island,2016,18,0.249808,13,17,5204,2016-18,2016-05-02
Rhode Island,2016,19,0.238711,12,17,5027,2016-19,2016-05-09
Rhode Island,2016,20,0.217202,10,17,4604,2016-20,2016-05-16
Rhode Island,2016,21,0.0534474,2,15,3742,2016-21,2016-05-23
Rhode Island,2016,22,0,0,16,3131,2016-22,2016-05-30
Rhode Island,2016,23,0.0843407,3,16,3557,2016-23,2016-06-06
Rhode Island,2016,24,0,0,15,3504,2016-24,2016-06-13
Rhode Island,2016,25,0.0558659,2,16,3580,2016-25,2016-06-20
Rhode Island,2016,26,0.0578035,2,16,3460,2016-26,2016-06-27
Rhode Island,2016,27,0,0,15,2341,2016-27,2016-07-04
Rhode Island,2016,28,0,0,16,3346,2016-28,2016-07-11
Rhode Island,2016,29,0,0,16,3779,2016-29,2016-07-18
Rhode Island,2016,30,0,0,16,3239,2016-30,2016-07-25
Rhode Island,2016,31,0.0374672,1,14,2669,2016-31,2016-08-01
Rhode Island,2016,32,0,0,16,2923,2016-32,2016-08-08
Rhode Island,2016,33,0,0,16,3647,2016-33,2016-08-15
Rhode Island,2016,34,0.0664231,2,15,3011,2016-34,2016-08-22
Rhode Island,2016,35,0.157398,6,16,3812,2016-35,2016-08-29
Rhode Island,2016,36,1.41455,49,15,3464,2016-36,2016-09-05
Rhode Island,2016,37,1.23668,65,15,5256,2016-37,2016-09-12
Rhode Island,2016,38,0.836212,46,16,5501,2016-38,2016-09-19
Rhode Island,2016,39,0.331675,18,16,5427,2016-39,2016-09-26
Rhode Island,2016,40,0.420008,22,16,5238,2016-40,2016-10-03
Rhode Island,2016,41,0.401038,17,15,4239,2016-41,2016-10-10
Rhode Island,2016,42,0.703977,40,17,5682,2016-42,2016-10-17
Rhode Island,2016,43,0.408466,22,17,5386,2016-43,2016-10-24
Rhode Island,2016,44,0.45939,25,17,5442,2016-44,2016-10-31
Rhode Island,2016,45,0.452222,23,17,5086,2016-45,2016-11-07
Rhode Island,2016,46,0.331994,19,17,5723,2016-46,2016-11-14
Rhode Island,2016,47,0.299222,10,17,3342,2016-47,2016-11-21
Rhode Island,2016,48,0.337648,18,17,5331,2016-48,2016-11-28
Rhode Island,2016,49,0.328887,18,17,5473,2016-49,2016-12-05
Rhode Island,2016,50,0.526118,28,17,5322,2016-50,2016-12-12
Rhode Island,2016,51,0.450212,17,16,3776,2016-51,2016-12-19
Rhode Island,2016,52,0.782998,21,17,2682,2016-52,2016-12-26
Rhode Island,2017,1,1.26302,40,17,3167,2017-1,2017-01-02
Rhode Island,2017,2,0.929692,32,16,3442,2017-2,2017-01-09
Rhode Island,2017,3,0.838574,28,16,3339,2017-3,2017-01-16
Rhode Island,2017,4,1.80101,82,16,4553,2017-4,2017-01-23
Rhode Island,2017,5,2.48487,115,16,4628,2017-5,2017-01-30
Rhode Island,2017,6,4.09232,172,16,4203,2017-6,2017-02-06
Rhode Island,2017,7,4.14856,210,16,5062,2017-7,2017-02-13
Rhode Island,2017,8,4.309,193,16,4479,2017-8,2017-02-20
Rhode Island,2017,9,2.83892,138,16,4861,2017-9,2017-02-27
Rhode Island,2017,10,2.57117,112,16,4356,2017-10,2017-03-06
Rhode Island,2017,11,1.94205,63,16,3244,2017-11,2017-03-13
Rhode Island,2017,12,2.6677399999999998,132,16,4948,2017-12,2017-03-20
Rhode Island,2017,13,2.85782,121,16,4234,2017-13,2017-03-27
Rhode Island,2017,14,2.46654,129,16,5230,2017-14,2017-04-03
Rhode Island,2017,15,2.10526,104,16,4940,2017-15,2017-04-10
Rhode Island,2017,16,1.08319,50,16,4616,2017-16,2017-04-17
Rhode Island,2017,17,0.503087,22,16,4373,2017-17,2017-04-24
Rhode Island,2017,18,0.476298,21,16,4409,2017-18,2017-05-01
Rhode Island,2017,19,0.39822,17,16,4269,2017-19,2017-05-08
Rhode Island,2017,20,0.050226,2,16,3982,2017-20,2017-05-15
Rhode Island,2017,21,0,0,16,3344,2017-21,2017-05-22
Rhode Island,2017,22,0.103806,3,15,2890,2017-22,2017-05-29
Rhode Island,2017,23,0,0,15,2833,2017-23,2017-06-05
Rhode Island,2017,24,0.0723066,2,15,2766,2017-24,2017-06-12
Rhode Island,2017,25,0,0,16,2725,2017-25,2017-06-19
Rhode Island,2017,26,0.105263,3,16,2850,2017-26,2017-06-26
Rhode Island,2017,27,0,0,15,2181,2017-27,2017-07-03
Rhode Island,2017,28,0,0,17,2963,2017-28,2017-07-10
Rhode Island,2017,29,0.0342818,1,16,2917,2017-29,2017-07-17
Rhode Island,2017,30,0.0365764,1,16,2734,2017-30,2017-07-24
Rhode Island,2017,31,0,0,16,2720,2017-31,2017-07-31
Rhode Island,2017,32,0,0,16,2876,2017-32,2017-08-07
Rhode Island,2017,33,0,0,16,2445,2017-33,2017-08-14
Rhode Island,2017,34,0,0,15,2401,2017-34,2017-08-21
Rhode Island,2017,35,0.100368,3,15,2989,2017-35,2017-08-28
Rhode Island,2017,36,0,0,16,3343,2017-36,2017-09-04
Rhode Island,2017,37,0.108743,5,16,4598,2017-37,2017-09-11
Rhode Island,2017,38,0.252791,12,16,4747,2017-38,2017-09-18
Rhode Island,2017,39,0.377121,18,16,4773,2017-39,2017-09-25
Rhode Island,2017,40,0.391572,21,22,5363,2017-40,2017-10-02
Rhode Island,2017,41,0.273742,13,23,4749,2017-41,2017-10-09
Rhode Island,2017,42,0.473416,26,23,5492,2017-42,2017-10-16
Rhode Island,2017,43,0.622665,35,22,5621,2017-43,2017-10-23
Rhode Island,2017,44,0.514641,29,23,5635,2017-44,2017-10-30
Rhode Island,2017,45,0.656676,39,23,5939,2017-45,2017-11-06
Rhode Island,2017,46,0.665415,39,23,5861,2017-46,2017-11-13
Rhode Island,2017,47,0.74531,29,23,3891,2017-47,2017-11-20
